Database,MDBDir,Path,TableName,FileType,PartitionKey,PartitionValue,SourceURI,DownloadPolicy,ExpectedSHA256,ArchiveType,ArchiveMember,Delimiter,ReaderOptions,SourceProvider,SourceRelease,SourceLicense,CitationURL,SourceNotes,AccessMode,AccessRequirements,ApproxRows,ApproxColumns,DatasetName,SourceComponent,Group,Large
NHANES,remote/nhanes/laboratory,SSPT_I.xpt,SSPT,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SSPT_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Pertussis and tetanus – Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,TCHOL_I.xpt,TCHOL,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TCHOL_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cholesterol - Total. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,TFR_I.xpt,TFR,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TFR_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Transferrin Receptor. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,TRICH_I.xpt,TRICH,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TRICH_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Trichomonas - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,TRIGLY_I.xpt,TRIGLY,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TRIGLY_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,TST_I.xpt,TST,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TST_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Sex Steroid Hormone - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UADM_I.xpt,UADM,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UADM_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Aromatic Diamines - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UAS_I.xpt,UAS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UAS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Speciated Arsenics - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UASS_I.xpt,UASS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UASS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Speciated Arsenics - Urine - Special Sample. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UCFLOW_I.xpt,UCFLOW,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCFLOW_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Urine Flow Rate. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UCOT_I.xpt,UCOT,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCOT_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UCOTS_I.xpt,UCOTS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCOTS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UCPREG_I.xpt,UCPREG,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UCPREG_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Pregnancy Test - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UFLDE_I.xpt,UFLDE,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UFLDE_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Fluoride - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UHG_I.xpt,UHG,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UHG_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Mercury: Inorganic - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UIO_I.xpt,UIO,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UIO_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Iodine - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UM_I.xpt,UM,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Metals - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UMS_I.xpt,UMS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UMS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Metals - Urine - Special Sample. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UPHOPM_I.xpt,UPHOPM,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UPHOPM_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UTAS_I.xpt,UTAS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UTAS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Arsenic - Total - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UTASS_I.xpt,UTASS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UTASS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Arsenic - Total - Urine - Special Sample. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UVOC_I.xpt,UVOC,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UVOC_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Volatile Organic Compound (VOC) Metabolites - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UVOCS_I.xpt,UVOCS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UVOCS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,VID_I.xpt,VID,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/VID_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Vitamin D. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,VOCWB_I.xpt,VOCWB,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/VOCWB_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,VOCWBS_I.xpt,VOCWBS,xpt,survey_cycle,2015-2016,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/VOCWBS_I.xpt,if_missing,,,,,,CDC/NCHS,2015-2016,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,ALB_CR_J.xpt,ALB_CR,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/ALB_CR_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Albumin & Creatinine - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,BIOPRO_J.xpt,BIOPRO,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BIOPRO_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Standard Biochemistry Profile. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,CBC_J.xpt,CBC,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CBC_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Complete Blood Count with 5-Part Differential. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,CMV_J.xpt,CMV,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CMV_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cytomegalovirus IgG & IgM Antibodies - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,COT_J.xpt,COT,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/COT_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cotinine and Hydroxycotinine - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,CRCO_J.xpt,CRCO,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CRCO_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Chromium & Cobalt. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,EPHPP_J.xpt,EPHPP,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/EPHPP_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Personal Care and Consumer Product Chemicals and Metabolites. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,ETHOX_J.xpt,ETHOX,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/ETHOX_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Ethylene Oxide. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FASTQX_J.xpt,FASTQX,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FASTQX_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Fasting Questionnaire. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FERTIN_J.xpt,FERTIN,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FERTIN_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Ferritin. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FETIB_J.xpt,FETIB,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FETIB_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Iron Status - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FOLATE_J.xpt,FOLATE,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FOLATE_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Folate - RBC. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FOLFMS_J.xpt,FOLFMS,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FOLFMS_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Folate Forms - Total & Individual - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,FR_J.xpt,FR,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FR_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Flame Retardants - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,GHB_J.xpt,GHB,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/GHB_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Glycohemoglobin. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,GLU_J.xpt,GLU,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/GLU_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Plasma Fasting Glucose. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HDL_J.xpt,HDL,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HDL_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cholesterol - High - Density Lipoprotein (HDL). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HEPA_J.xpt,HEPA,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HEPA_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Hepatitis A. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HEPBD_J.xpt,HEPBD,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HEPBD_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HEPB_S_J.xpt,HEPB_S,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HEPB_S_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Hepatitis B: Surface Antibody. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HEPC_J.xpt,HEPC,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HEPC_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HEPE_J.xpt,HEPE,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HEPE_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Hepatitis E: IgG & IgM Antibodies. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HIV_J.xpt,HIV,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HIV_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,HIV Antibody Test. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,HSCRP_J.xpt,HSCRP,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HSCRP_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,High-Sensitivity C-Reactive Protein. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,IHGEM_J.xpt,IHGEM,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/IHGEM_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Mercury: Inorganic, Ethyl and Methyl - Blood. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,INS_J.xpt,INS,xpt,survey_cycle,2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/INS_J.xpt,if_missing,,,,,,CDC/NCHS,2017-2018,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Insulin. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
