Database,MDBDir,Path,TableName,FileType,PartitionKey,PartitionValue,SourceURI,DownloadPolicy,ExpectedSHA256,ArchiveType,ArchiveMember,Delimiter,ReaderOptions,SourceProvider,SourceRelease,SourceLicense,CitationURL,SourceNotes,AccessMode,AccessRequirements,ApproxRows,ApproxColumns,DatasetName,SourceComponent,Group,Large
NHANES,remote/nhanes/laboratory,L06VIT_C.xpt,L06VIT,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06VIT_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Vitamin C. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L09_C.xpt,L09,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L09_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Herpes Simplex Virus Type-1 & Type-2. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L10_C.xpt,L10,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L10_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Glycohemoglobin. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L10AM_C.xpt,L10AM,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L10AM_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Plasma Fasting Glucose, Serum C-peptide & Insulin. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L11_C.xpt,L11,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L11_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"C-Reactive Protein (CRP), Bone Alkaline Phosphatase (BAP) & Parathyroid Hormone (PTH). Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L11PSA_C.xpt,L11PSA,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L11PSA_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Prostate Specific Antigen (PSA). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L13_C.xpt,L13,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L13_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cholesterol - Total & HDL. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L13AM_C.xpt,L13AM,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L13AM_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cholesterol - LDL & Triglycerides. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L16_C.xpt,L16,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L16_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Albumin & Creatinine - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L17_C.xpt,L17,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L17_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Toxoplasma (IgG) & Toxoplasma (IgM). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L19_C.xpt,L19,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L19_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Measles, Rubella, & Varicella. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L20_C.xpt,L20,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L20_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Lead - Dust. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L24EPH_C.xpt,L24EPH,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24EPH_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Environmental Phenols. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L24PFC_C.xpt,L24PFC,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24PFC_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Polyfluoroalkyl Chemicals. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L24PH_C.xpt,L24PH,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24PH_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Phthalates - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L24PP_C.xpt,L24PP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L24PP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Pesticides - Environmental - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L25_C.xpt,L25,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L25_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Complete Blood Count with 5-part Differential - Whole Blood. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L26OPD_C.xpt,L26OPD,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L26OPD_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L26UPP_C.xpt,L26UPP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L26UPP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites). Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L28DFP_C.xpt,L28DFP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L28DFP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Dioxins, Furans, & Coplanar PCBs. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L28NPB_C.xpt,L28NPB,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L28NPB_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Non-dioxin-like Polychlorinated Biphenyls. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L28OCP_C.xpt,L28OCP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L28OCP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Pesticides - Organochlorine Metabolites - Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L28PBE_C.xpt,L28PBE,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L28PBE_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Brominated Flame Retardants (BFRs). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L31PAH_C.xpt,L31PAH,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Polyaromatic Hydrocarbons (PAHs) - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L34_C.xpt,L34,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L34_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Bacterial vaginosis (BV) & Trichomonas vaginalis. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L35_C.xpt,L35,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L35_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Methicillin - Resistant Staphylococcus aureus (MRSA). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L36_C.xpt,L36,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L36_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Syphilis-IgG, Syphilis Rapid Plasma Reagin (RPR) & Treponema pallidum Particle Agglutination (TP-PA). Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L37SWA_C.xpt,L37SWA,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L37SWA_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L37SWR_C.xpt,L37SWR,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L37SWR_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L39EPP_C.xpt,L39EPP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L39EPP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Erythrocyte Protoporphyrin & Selenium. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L40_C.xpt,L40,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L40_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Standard Biochemistry Profile. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L40FE_C.xpt,L40FE,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L40FE_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L43_C.xpt,L43,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L43_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Vitamin B6. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L45VIT_C.xpt,L45VIT,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L45VIT_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Vitamin A, Vitamin E & Carotenoids. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,L52SER_C.xpt,L52SER,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L52SER_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum: 4-plex CLIA. Apply NHANES survey weights and design variables where required.",public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,PH_C.xpt,PH,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PH_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Fasting Questionnaire. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSAMH_C.xpt,SSAMH,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSAMH_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSCHL_C.xpt,SSCHL,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSCHL_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Sex Steroid Hormone - Men (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSCMV_C.xpt,SSCMV,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSCMV_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Cytomegalovirus Antibodies - Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSEBV_C.xpt,SSEBV,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSEBV_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Epstein-Barr Virus (VCA IgG) - Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSFA_C.xpt,SSFA,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSFA_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Fatty Acids - Plasma (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSHCVR_C.xpt,SSHCVR,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSHCVR_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Hepatitis C RNA (HCV-RNA) & HCV Genotype (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSMEL_C.xpt,SSMEL,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSMEL_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Melamine - Urine (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSMUMP_C.xpt,SSMUMP,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSMUMP_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Mumps Antibody - Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSNORO_C.xpt,SSNORO,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSNORO_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Norovirus antibody - Serum. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSOL_C.xpt,SSOL,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSOL_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSQFEV_C.xpt,SSQFEV,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSQFEV_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Coxiella Burnetii (Q Fever) Antibodies - Serum (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,SSVARI_C.xpt,SSVARI,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSVARI_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Varicella-Zoster Virus Antibody (Surplus). Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,UC_C.xpt,UC,xpt,survey_cycle,2003-2004,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/UC_C.xpt,if_missing,,,,,,CDC/NCHS,2003-2004,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Pregnancy Test - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,ALB_CR_D.xpt,ALB_CR,xpt,survey_cycle,2005-2006,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALB_CR_D.xpt,if_missing,,,,,,CDC/NCHS,2005-2006,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Albumin & Creatinine - Urine. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
NHANES,remote/nhanes/laboratory,ALDUST_D.xpt,ALDUST,xpt,survey_cycle,2005-2006,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALDUST_D.xpt,if_missing,,,,,,CDC/NCHS,2005-2006,United States government public data,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory,Allergens - Household Dust. Apply NHANES survey weights and design variables where required.,public,Review the NHANES data user agreement and analytic guidance.,,,Continuous NHANES,Laboratory,nhanes,FALSE
